word,chinese,length,ipa,syllables,stress,prefix_tag,suffix_tag,rhyme_group,semantic_tag,antonym,minimal_pairs,example,memory_hint,audio_url,introduced_day,last_review,strength,notes
yard,碼（長度）；院子,4,,,,,,,,,,,,,,,,
year,年,4,,,,,,,,,,,,,,,,
allow,允許,5,,,,,,,,,,,,,,,,
alone,單獨,5,,,,,,,,,,,,,,,,
along,沿著,5,,,,,,,,,,,,,,,,
among,在……之間,5,,,,,,,,,,,,,,,,
anger,憤怒,5,,,,,-er,,,,,,,,,,,
angle,角度,5,,,,,,,,,,,,,,,,
apple,蘋果,5,,,,,,,,,,,,,,,,
apply,運用；申請,5,,,,,-ly,,,,,,,,,,,
argue,爭論,5,,,,,,,,,,,,,,,,
below,在……下面,5,,,,,,,,,,,,,,,,
birth,誕生,5,,,,,,,,,,,,,,,,
black,黑色的,5,,,,,,,,,,,,,,,,
blade,刀刃,5,,,,,,,,,,,,,,,,
blame,責備,5,,,,,,,,,,,,,,,,
blank,空白的,5,,,,,,,,,,,,,,,,
bleed,流血,5,,,,,-ed,,,,,,,,,,,
blind,盲的,5,,,,,,,,,,,,,,,,
block,方塊；阻礙,5,,,,,,,,,,,,,,,,
blood,血液,5,,,,,,,,,,,,,,,,
board,木板,5,,,,,,,,,,,,,,,,
bonus,額外的好處；紅利,5,,,,,,,,,,,,,,,,
brain,腦子,5,,,,,,,,,,,,,,,,
brake,煞車,5,,,,,,,,,,,,,,,,
brave,勇敢的,5,,,,,,,,,,,,,,,,
bread,麵包,5,,,,,,,,,,,,,,,,
count,數,5,,,,,,,,,,,,,,,,
court,法庭,5,,,,,,,,,,,,,,,,
cover,覆蓋,5,,,,,-er,,,,,,,,,,,
crash,碰撞；墜毀,5,,,,,,,,,,,,,,,,
crime,罪行,5,,,,,,,,,,,,,,,,
cross,十字；穿越,5,,,,,,,,,,,,,,,,
crowd,群眾；擁擠的,5,,,,,,,,,,,,,,,,
crush,壓碎,5,,,,,,,,,,,,,,,,
dance,跳舞,5,,,,,,,,,,,,,,,,
delay,延遲,5,,,,,,,,,,,,,,,,
doubt,懷疑,5,,,,,,,,,,,,,,,,
drain,排出；耗盡,5,,,,,,,,,,,,,,,,
dream,夢；夢想,5,,,,,,,,,,,,,,,,
dress,穿衣；洋裝,5,,,,,,,,,,,,,,,,
drink,喝；飲料,5,,,,,,,,,,,,,,,,
drive,駕駛；車道,5,,,,,-ive,,,,,,,,,,,
early,早的,5,,,,,-ly,,,,,,,,,,,
earth,土地,5,,,,,,,,,,,,,,,,
empty,空的,5,,,,,,,,,,,,,,,,
enemy,敵人,5,,,,,,,,,,,,,,,,
enjoy,享受,5,,,,,,,,,,,,,,,,
enter,進入,5,,,,,-er,,,,,,,,,,,
equal,平等的,5,,,,,-al,,,,,,,,,,,
erase,擦掉,5,,,,,,,,,,,,,,,,
event,事件,5,,,,,,,,,,,,,,,,
every,每一個,5,,,,,,,,,,,,,,,,
exact,確切的,5,,,,,,,,,,,,,,,,
exist,存在,5,,,,,,,,,,,,,,,,
extra,額外的,5,,,,,,,,,,,,,,,,
field,田野,5,,,,,,,,,,,,,,,,
fight,打鬥；對抗,5,,,,,-ight,,,,,,,,,,,
final,最後的,5,,,,,-al,,,,,,,,,,,
first,第一個,5,,,,,,,,,,,,,,,,
float,漂浮,5,,,,,,,,,,,,,,,,
floor,地板,5,,,,,,,,,,,,,,,,
fluid,體液,5,,,,,,,,,,,,,,,,
force,力量；強迫,5,,,,,,,,,,,,,,,,
frame,架構；外框,5,,,,,,,,,,,,,,,,
fresh,新鮮的,5,,,,,,,,,,,,,,,,
front,在……前方,5,,,,,,,,,,,,,,,,
fruit,水果,5,,,,,,,,,,,,,,,,
glass,玻璃；杯子,5,,,,,,,,,,,,,,,,
grass,草地,5,,,,,,,,,,,,,,,,
great,偉大的,5,,,,,,,,,,,,,,,,
green,綠色的,5,,,,,,,,,,,,,,,,
group,群眾,5,,,,,,,,,,,,,,,,
guard,守衛,5,,,,,,,,,,,,,,,,
guess,猜測,5,,,,,,,,,,,,,,,,
guide,引導；導遊,5,,,,,,,,,,,,,,,,
happy,快樂的,5,,,,,,,,,,,,,,,,
heart,心,5,,,,,,,,,,,,,,,,
heavy,沉重的,5,,,,,,,,,,,,,,,,
horse,馬,5,,,,,,,,,,,,,,,,
house,房子,5,,,,,,,,,,,,,,,,
human,人類,5,,,,,,,,,,,,,,,,
humor,幽默,5,,,,,,,,,,,,,,,,
hurry,催促；匆忙,5,,,,,,,,,,,,,,,,
issue,問題；發出,5,,,,,,,,,,,,,,,,
jewel,寶石,5,,,,,,,,,,,,,,,,
joint,聯合的；關鍵,5,,,,,,,,,,,,,,,,
judge,判斷；法官,5,,,,,,,,,,,,,,,,
knife,刀,5,,,,,,,,,,,,,,,,
labor,勞工；努力,5,,,,,,,,,,,,,,,,
large,大的,5,,,,,,,,,,,,,,,,
laugh,笑,5,,,,,,,,,,,,,,,,
learn,學習,5,,,,,,,,,,,,,,,,
least,最小的；最不重要的,5,,,,,,,,,,,,,,,,
leave,離開,5,,,,,,,,,,,,,,,,
legal,法律的,5,,,,,-al,,,,,,,,,,,
level,等級,5,,,,,,,,,,,,,,,,
light,光線；輕巧的,5,,,,,-ight,,,,,,,,,,,
limit,限制,5,,,,,,,,,,,,,,,,
local,本地的,5,,,,,-al,,,,,,,,,,,
loose,鬆的；解開,5,,,,,,,,,,,,,,,,
major,較大的；少校；主修科目,5,,,,,,,,,,,,,,,,
march,行進,5,,,,,,,,,,,,,,,,
marry,結婚,5,,,,,,,,,,,,,,,,
match,符合,5,,,,,,,,,,,,,,,,
mayor,市長,5,,,,,,,,,,,,,,,,
media,媒體,5,,,,,,,,,,,,,,,,
mercy,慈悲,5,,,,,,,,,,,,,,,,
metal,金屬,5,,,,,-al,,,,,,,,,,,
might,力量；可能 (表示不確定),5,,,,,-ight,,,,,,,,,,,
minor,較小的,5,,,,,,,,,,,,,,,,
model,模特兒；模範,5,,,,,,,,,,,,,,,,
money,錢,5,,,,,,,,,,,,,,,,
month,月份,5,,,,,,,,,,,,,,,,
moral,道德的,5,,,,,-al,,,,,,,,,,,
mouth,嘴巴,5,,,,,,,,,,,,,,,,
music,音樂,5,,,,,,,,,,,,,,,,
nerve,神經,5,,,,,,,,,,,,,,,,
never,決不,5,,,,,-er,,,,,,,,,,,
night,夜晚,5,,,,,-ight,,,,,,,,,,,
noise,噪音,5,,,,,,,,,,,,,,,,
north,北方,5,,,,,,,,,,,,,,,,
occur,發生,5,,,,,,,,,,,,,,,,
offer,給予；提議,5,,,,,-er,,,,,,,,,,,
often,通常,5,,,,,,,,,,,,,,,,
order,命令；訂單,5,,,,,-er,,,,,,,,,,,
other,其他的,5,,,,,-er,,,,,,,,,,,
ounce,盎司（重量）,5,,,,,,,,,,,,,,,,
paint,油漆；畫,5,,,,,,,,,,,,,,,,
pants,長褲,5,,,,,,,,,,,,,,,,
paper,紙張,5,,,,,-er,,,,,,,,,,,
party,派對,5,,,,,,,,,,,,,,,,
paste,漿糊；黏貼,5,,,,,,,,,,,,,,,,
peace,和平,5,,,,,,,,,,,,,,,,
piece,一個；一張；一片；一塊；一則,5,,,,,,,,,,,,,,,,
pilot,領航員；飛行員,5,,,,,,,,,,,,,,,,
place,地方；放置,5,,,,,,,,,,,,,,,,
plain,簡樸的；平原,5,,,,,,,,,,,,,,,,
plane,飛機；平面,5,,,,,,,,,,,,,,,,
plant,植物,5,,,,,,,,,,,,,,,,
plate,盤子；薄板,5,,,,,,,,,,,,,,,,
point,點；指向,5,,,,,,,,,,,,,,,,
pound,磅（重量）；搗碎；英鎊,5,,,,,,,,,,,,,,,,
power,力量,5,,,,,-er,,,,,,,,,,,
press,按壓；新聞界,5,,,,pre-,,,,,,,,,,,,
price,價格,5,,,,,,,,,,,,,,,,
print,印刷；列印,5,,,,,,,,,,,,,,,,
prize,獎品,5,,,,,,,,,,,,,,,,
prove,證明,5,,,,,,,,,,,,,,,,
quart,夸脫（容量）,5,,,,,,,,,,,,,,,,
queen,女王；皇后,5,,,,,,,,,,,,,,,,
quick,快速的,5,,,,,,,,,,,,,,,,
quiet,安靜的,5,,,,,,,,,,,,,,,,
quite,相當的,5,,,,,,,,,,,,,,,,
raise,扶養；舉起,5,,,,,,,,,,,,,,,,
range,排；行；一系列；範圍,5,,,,,,,,,,,,,,,,
reach,到達；伸手及到,5,,,,re-,,,,,,,,,,,,
react,反應,5,,,,re-,,,,,,,,,,,,
ready,準備好的,5,,,,re-,,,,,,,,,,,,
right,右邊的；正確的,5,,,,,-ight,,,,,,,,,,,
river,河流,5,,,,,-er,,,,,,,,,,,
rough,粗糙的,5,,,,,,,,,,,,,,,,
round,圓形的；環繞地,5,,,,,,,,,,,,,,,,
scale,刻度；規模；鱗片,5,,,,,,,,,,,,,,,,
scare,使驚嚇,5,,,,,,,,,,,,,,,,
score,分數；樂譜,5,,,,,,,,,,,,,,,,
seize,抓住；理解,5,,,,,,,,,,,,,,,,
sense,感覺,5,,,,,,,,,,,,,,,,
serve,為……服務,5,,,,,,,,,,,,,,,,
shade,陰涼處；庇蔭,5,,,,,,,,,,,,,,,,
shake,搖動,5,,,,,,,,,,,,,,,,
shall,將；會,5,,,,,,,,,,,,,,,,
shame,羞恥；恥辱,5,,,,,,,,,,,,,,,,
shape,形狀；塑形,5,,,,,,,,,,,,,,,,
share,分享；股票；分攤,5,,,,,,,,,,,,,,,,
sharp,鋒利的；敏銳的；明顯的,5,,,,,,,,,,,,,,,,
sheet,床單；一張（紙）,5,,,,,,,,,,,,,,,,
shelf,架子,5,,,,,,,,,,,,,,,,
shell,殼；脫殼,5,,,,,,,,,,,,,,,,
shine,發光；光澤,5,,,,,,,,,,,,,,,,
shirt,襯衫,5,,,,,,,,,,,,,,,,
shock,衝擊；震動；震驚,5,,,,,,,,,,,,,,,,
shoot,射擊；拍攝,5,,,,,,,,,,,,,,,,
short,短的,5,,,,,,,,,,,,,,,,
shout,吼叫,5,,,,,,,,,,,,,,,,
since,自從……,5,,,,,,,,,,,,,,,,
skill,技能,5,,,,,,,,,,,,,,,,
skirt,裙子,5,,,,,,,,,,,,,,,,
slave,奴隸,5,,,,,,,,,,,,,,,,
sleep,睡眠,5,,,,,,,,,,,,,,,,
slide,滑；幻燈片,5,,,,,,,,,,,,,,,,
small,小的,5,,,,,,,,,,,,,,,,
smart,時髦的；機警的,5,,,,,,,,,,,,,,,,
smash,粉碎；猛擊,5,,,,,,,,,,,,,,,,
smell,聞；味道,5,,,,,,,,,,,,,,,,
smile,微笑,5,,,,,,,,,,,,,,,,
smoke,煙；吸（菸）,5,,,,,,,,,,,,,,,,
snack,點心,5,,,,,,,,,,,,,,,,
snake,蛇,5,,,,,,,,,,,,,,,,
solid,固體的；純粹的；堅固的,5,,,,,,,,,,,,,,,,
solve,解決,5,,,,,,,,,,,,,,,,
sorry,感到難過的；抱歉,5,,,,,,,,,,,,,,,,
sound,聲音,5,,,,,,,,,,,,,,,,
south,南方,5,,,,,,,,,,,,,,,,
space,空間,5,,,,,,,,,,,,,,,,
speak,說話,5,,,,,,,,,,,,,,,,
speed,速度,5,,,,,-ed,,,,,,,,,,,
spell,拼字；魔咒,5,,,,,,,,,,,,,,,,
spend,花費,5,,,,,,,,,,,,,,,,
stage,舞台；階段,5,,,,,,,,,,,,,,,,
stamp,郵票；重踩,5,,,,,,,,,,,,,,,,
stand,站立；忍耐,5,,,,,,,,,,,,,,,,
start,開始；突然跳起,5,,,,,,,,,,,,,,,,
state,狀態；陳述；國家,5,,,,,,,,,,,,,,,,
steal,偷竊,5,,,,,-al,,,,,,,,,,,
steam,蒸氣,5,,,,,,,,,,,,,,,,
steel,鋼,5,,,,,,,,,,,,,,,,
stick,枝條；手杖；戳刺；黏住,5,,,,,,,,,,,,,,,,
still,仍然；靜止的,5,,,,,,,,,,,,,,,,
stone,石頭,5,,,,,,,,,,,,,,,,
store,儲存；店舖,5,,,,,,,,,,,,,,,,
storm,暴風雨；橫衝直撞,5,,,,,,,,,,,,,,,,
story,故事,5,,,,,,,,,,,,,,,,
study,學習；書房,5,,,,,,,,,,,,,,,,
sugar,糖,5,,,,,,,,,,,,,,,,
swear,發誓；詛咒,5,,,,,,,,,,,,,,,,
sweet,甜美的,5,,,,,,,,,,,,,,,,
table,桌子,5,,,,,-able,,,,,,,,,,,
taste,口味；嘗,5,,,,,,,,,,,,,,,,
teach,教導,5,,,,,,,,,,,,,,,,
thank,感謝,5,,,,,,,,,,,,,,,,
their,他們的（所有格）,5,,,,,,,,,,,,,,,,
there,那兒,5,,,,,,,,,,,,,,,,
these,這些,5,,,,,,,,,,,,,,,,
thick,厚的；蠢笨的,5,,,,,,,,,,,,,,,,
thing,東西,5,,,,,-ing,,,,,,,,,,,
think,想；思索,5,,,,,,,,,,,,,,,,
third,第三的,5,,,,,,,,,,,,,,,,
those,那些,5,,,,,,,,,,,,,,,,
throw,丟；擲,5,,,,,,,,,,,,,,,,
tight,緊的；嚴格的,5,,,,,-ight,,,,,,,,,,,
title,頭銜,5,,,,,,,,,,,,,,,,
today,今天；現在,5,,,,,,,,,,,,,,,,
tooth,牙齒,5,,,,,,,,,,,,,,,,
total,總計的；完全的,5,,,,,-al,,,,,,,,,,,
touch,接觸,5,,,,,,,,,,,,,,,,
track,行蹤；軌道；追蹤,5,,,,,,,,,,,,,,,,
trade,交易,5,,,,,,,,,,,,,,,,
train,火車,5,,,,,,,,,,,,,,,,
treat,招待；對待,5,,,,,,,,,,,,,,,,
trial,審判；嘗試,5,,,,,-al,,,,,,,,,,,
tribe,部落,5,,,,,,,,,,,,,,,,
trick,詭計；哄騙,5,,,,,,,,,,,,,,,,
troop,軍隊,5,,,,,,,,,,,,,,,,
truck,卡車,5,,,,,,,,,,,,,,,,
trust,信任,5,,,,,,,,,,,,,,,,
twice,兩次,5,,,,,,,,,,,,,,,,
under,在……之下,5,,,,un-;under-,-er,,,,,,,,,,,
until,直到,5,,,,un-,,,,,,,,,,,,
value,價值；看重,5,,,,,,,,,,,,,,,,
visit,拜訪,5,,,,,,,,,,,,,,,,
voice,聲音,5,,,,,,,,,,,,,,,,
waste,浪費；廢物,5,,,,,,,,,,,,,,,,
watch,手錶；看守；觀看,5,,,,,,,,,,,,,,,,
water,水；澆水,5,,,,,-er,,,,,,,,,,,
wheat,小麥,5,,,,,,,,,,,,,,,,
wheel,輪子；方向盤,5,,,,,,,,,,,,,,,,
where,哪裡,5,,,,,,,,,,,,,,,,
which,哪一個,5,,,,,,,,,,,,,,,,
while,一會兒；當……的時候；雖然,5,,,,,,,,,,,,,,,,
white,白色的,5,,,,,,,,,,,,,,,,
whole,整個的,5,,,,,,,,,,,,,,,,
woman,女人,5,,,,,,,,,,,,,,,,
world,世界,5,,,,,,,,,,,,,,,,
worry,擔憂,5,,,,,,,,,,,,,,,,
worse,更壞的；更糟糕的,5,,,,,,,,,,,,,,,,
worth,值得；價值,5,,,,,,,,,,,,,,,,
wound,創傷；傷口,5,,,,,,,,,,,,,,,,
wreck,失事；殘骸,5,,,,,,,,,,,,,,,,
write,寫,5,,,,,,,,,,,,,,,,
wrong,錯誤的,5,,,,,,,,,,,,,,,,
young,年輕的,5,,,,,,,,,,,,,,,,
almost,幾乎,6,,,,,,,,,,,,,,,,
always,永遠；一直,6,,,,,,,,,,,,,,,,
amount,數量,6,,,,,,,,,,,,,,,,
answer,答案,6,,,,,-er,,,,,,,,,,,
appeal,上訴；懇求,6,,,,,-al,,,,,,,,,,,
appear,出現,6,,,,,,,,,,,,,,,,
around,到處；在……四周,6,,,,,,,,,,,,,,,,
arrest,逮捕,6,,,,,-est,,,,,,,,,,,
belong,屬於,6,,,,,,,,,,,,,,,,
beside,除……之外,6,,,,,,,,,,,,,,,,
betray,背叛,6,,,,,,,,,,,,,,,,
better,更好的,6,,,,,-er,,,,,,,,,,,
border,邊界,6,,,,,-er,,,,,,,,,,,
borrow,借用,6,,,,,,,,,,,,,,,,
bottle,瓶子,6,,,,,,,,,,,,,,,,
bottom,底,6,,,,,,,,,,,,,,,,
branch,分支,6,,,,,,,,,,,,,,,,
common,常見的,6,,,,,,,,,,,,,,,,
corner,角落,6,,,,,-er,,,,,,,,,,,
cotton,棉花,6,,,,,,,,,,,,,,,,
course,課程,6,,,,,,,,,,,,,,,,
create,創造,6,,,,,,,,,,,,,,,,
credit,信用；賒帳,6,,,,,,,,,,,,,,,,
crisis,危機,6,,,,,,,,,,,,,,,,
custom,習俗,6,,,,,,,,,,,,,,,,
damage,損失,6,,,,,,,,,,,,,,,,
danger,危險,6,,,,,-er,,,,,,,,,,,
debate,辯論,6,,,,,,,,,,,,,,,,
decide,決定,6,,,,,,,,,,,,,,,,
defeat,擊敗,6,,,,,,,,,,,,,,,,
defend,防禦,6,,,,,,,,,,,,,,,,
define,定義,6,,,,,,,,,,,,,,,,
degree,程度；學位,6,,,,,,,,,,,,,,,,
demand,命令,6,,,,,,,,,,,,,,,,
depend,信賴,6,,,,,,,,,,,,,,,,
deploy,部署,6,,,,,,,,,,,,,,,,
desert,沙漠；拋棄,6,,,,,,,,,,,,,,,,
design,設計,6,,,,,,,,,,,,,,,,
desire,慾望,6,,,,,,,,,,,,,,,,
detail,細節,6,,,,,,,,,,,,,,,,
device,裝置,6,,,,,,,,,,,,,,,,
differ,不同,6,,,,,-er,,,,,,,,,,,
dinner,晚餐,6,,,,,-er,,,,,,,,,,,
direct,直接的,6,,,,,,,,,,,,,,,,
divide,分隔,6,,,,,,,,,,,,,,,,
doctor,醫生,6,,,,,,,,,,,,,,,,
during,在……期間,6,,,,,-ing,,,,,,,,,,,
effect,影響,6,,,,,,,,,,,,,,,,
effort,努力,6,,,,,,,,,,,,,,,,
either,（兩者中）任一的,6,,,,,-er,,,,,,,,,,,
employ,雇用；使用,6,,,,,,,,,,,,,,,,
engine,引擎,6,,,,,,,,,,,,,,,,
enough,足夠的,6,,,,,,,,,,,,,,,,
equate,等同,6,,,,,,,,,,,,,,,,
escape,逃脫,6,,,,,,,,,,,,,,,,
ethnic,種族的,6,,,,,,,,,,,,,,,,
except,除……外,6,,,,,,,,,,,,,,,,
excuse,藉口,6,,,,,,,,,,,,,,,,
expand,擴展,6,,,,,,,,,,,,,,,,
expect,期待,6,,,,,,,,,,,,,,,,
expert,專家,6,,,,,,,,,,,,,,,,
export,輸出；出口,6,,,,,,,,,,,,,,,,
extend,延伸,6,,,,,,,,,,,,,,,,
family,家庭,6,,,,,-ly,,,,,,,,,,,
famous,有名的,6,,,,,-ous,,,,,,,,,,,
father,父親,6,,,,,-er,,,,,,,,,,,
female,女性,6,,,,,,,,,,,,,,,,
fierce,兇猛的；狂熱的,6,,,,,,,,,,,,,,,,
figure,外形；數字；計算,6,,,,,,,,,,,,,,,,
finger,手指,6,,,,,-er,,,,,,,,,,,
finish,完成,6,,,,,,,,,,,,,,,,
flower,花,6,,,,,-er,,,,,,,,,,,
follow,追隨,6,,,,,,,,,,,,,,,,
forbid,禁止,6,,,,,,,,,,,,,,,,
forest,森林,6,,,,,-est,,,,,,,,,,,
forget,忘記,6,,,,,,,,,,,,,,,,
former,之前的,6,,,,,-er,,,,,,,,,,,
freeze,結冰,6,,,,,,,,,,,,,,,,
friend,朋友,6,,,,,,,,,,,,,,,,
future,未來,6,,,,,,,,,,,,,,,,
gallon,加侖（容量）,6,,,,,,,,,,,,,,,,
garden,花園,6,,,,,,,,,,,,,,,,
gather,集合,6,,,,,-er,,,,,,,,,,,
gentle,溫和的,6,,,,,,,,,,,,,,,,
global,全球的,6,,,,,-al,,,,,,,,,,,
govern,掌管,6,,,,,,,,,,,,,,,,
ground,地面；基礎,6,,,,,,,,,,,,,,,,
guilty,有罪的,6,,,,,,,,,,,,,,,,
happen,發生,6,,,,,,,,,,,,,,,,
health,健康,6,,,,,,,,,,,,,,,,
hijack,劫持,6,,,,,,,,,,,,,,,,
hollow,空的,6,,,,,,,,,,,,,,,,
honest,誠實的,6,,,,,-est,,,,,,,,,,,
hunger,飢餓,6,,,,,-er,,,,,,,,,,,
import,輸入；進口,6,,,,,,,,,,,,,,,,
infect,傳染,6,,,,in-,,,,,,,,,,,,
inform,通知,6,,,,in-,,,,,,,,,,,,
inject,注射,6,,,,in-,,,,,,,,,,,,
injure,傷害,6,,,,in-,,,,,,,,,,,,
insane,瘋狂的,6,,,,in-,,,,,,,,,,,,
insect,昆蟲,6,,,,in-,,,,,,,,,,,,
insult,侮辱,6,,,,in-,,,,,,,,,,,,
invade,侵入,6,,,,in-,,,,,,,,,,,,
invent,發明,6,,,,in-,,,,,,,,,,,,
invest,投資,6,,,,in-,-est,,,,,,,,,,,
invite,邀請,6,,,,in-,,,,,,,,,,,,
island,島,6,,,,,,,,,,,,,,,,
jacket,外套,6,,,,,,,,,,,,,,,,
length,長度,6,,,,,,,,,,,,,,,,
letter,信件,6,,,,,-er,,,,,,,,,,,
liquid,液體,6,,,,,,,,,,,,,,,,
listen,聆聽,6,,,,,,,,,,,,,,,,
little,小的,6,,,,,,,,,,,,,,,,
locate,確定……的地點,6,,,,,,,,,,,,,,,,
market,市場,6,,,,,,,,,,,,,,,,
master,熟練；大師,6,,,,,-er,,,,,,,,,,,
matter,事情；物質,6,,,,,-er,,,,,,,,,,,
member,成員,6,,,,,-er,,,,,,,,,,,
memory,記憶,6,,,,,,,,,,,,,,,,
mental,心理的；精神病的,6,,,,,-al,,,,,,,,,,,
method,方法,6,,,,,,,,,,,,,,,,
middle,中間的,6,,,,,,,,,,,,,,,,
modern,現代的,6,,,,,,,,,,,,,,,,
mother,母親,6,,,,,-er,,,,,,,,,,,
motion,（物體的）運動,6,,,,,-tion,,,,,,,,,,,
murder,謀殺,6,,,,,-er,,,,,,,,,,,
muscle,肌肉,6,,,,,,,,,,,,,,,,
narrow,窄的,6,,,,,,,,,,,,,,,,
nation,國家,6,,,,,-tion,,,,,,,,,,,
native,天生的；本土的,6,,,,,-ive,,,,,,,,,,,
normal,正常的,6,,,,,-al,,,,,,,,,,,
notice,注意,6,,,,,,,,,,,,,,,,
number,數字,6,,,,,-er,,,,,,,,,,,
object,物體；反對,6,,,,,,,,,,,,,,,,
occupy,佔領,6,,,,,,,,,,,,,,,,
office,辦公室,6,,,,,,,,,,,,,,,,
parade,行進；遊行,6,,,,,,,,,,,,,,,,
parcel,包裹,6,,,,,,,,,,,,,,,,
parent,父親或母親,6,,,,,,,,,,,,,,,,
pencil,鉛筆,6,,,,,,,,,,,,,,,,
people,人,6,,,,,,,,,,,,,,,,
period,期間,6,,,,,,,,,,,,,,,,
permit,允許,6,,,,,,,,,,,,,,,,
person,人,6,,,,,,,,,,,,,,,,
please,請；討好,6,,,,,,,,,,,,,,,,
plenty,豐富的,6,,,,,,,,,,,,,,,,
pocket,口袋,6,,,,,,,,,,,,,,,,
poison,毒藥,6,,,,,,,,,,,,,,,,
policy,政策,6,,,,,,,,,,,,,,,,
potato,馬鈴薯,6,,,,,,,,,,,,,,,,
powder,粉末,6,,,,,-er,,,,,,,,,,,
praise,讚美,6,,,,,,,,,,,,,,,,
pretty,漂亮的,6,,,,pre-,,,,,,,,,,,,
prison,監獄,6,,,,,,,,,,,,,,,,
profit,利潤,6,,,,,,,,,,,,,,,,
public,公開的,6,,,,,,,,,,,,,,,,
punish,處罰,6,,,,,,,,,,,,,,,,
rather,相當,6,,,,,-er,,,,,,,,,,,
reason,理由,6,,,,re-,,,,,,,,,,,,
record,記錄；錄音；紀錄；唱片,6,,,,re-,,,,,,,,,,,,
reduce,減少,6,,,,re-,,,,,,,,,,,,
refuse,拒絕；廢物,6,,,,re-,,,,,,,,,,,,
regret,後悔,6,,,,re-,,,,,,,,,,,,
reject,拒絕；駁回,6,,,,re-,,,,,,,,,,,,
remain,剩下；餘留,6,,,,re-,,,,,,,,,,,,
remove,移開,6,,,,re-,,,,,,,,,,,,
repair,修復,6,,,,re-,,,,,,,,,,,,
repeat,重複,6,,,,re-,,,,,,,,,,,,
report,報告,6,,,,re-,,,,,,,,,,,,
rescue,援助,6,,,,re-,,,,,,,,,,,,
resign,辭職,6,,,,re-,,,,,,,,,,,,
resist,抗拒,6,,,,re-,,,,,,,,,,,,
result,結果,6,,,,re-,,,,,,,,,,,,
retire,退休,6,,,,re-,,,,,,,,,,,,
return,返回,6,,,,re-,,,,,,,,,,,,
revolt,反叛；噁心,6,,,,re-,,,,,,,,,,,,
reward,報酬,6,,,,re-,,,,,,,,,,,,
rocket,火箭,6,,,,,,,,,,,,,,,,
rubber,橡皮,6,,,,,-er,,,,,,,,,,,
school,學校,6,,,,,,,,,,,,,,,,
script,筆跡；腳本,6,,,,,,,,,,,,,,,,
search,尋找,6,,,,,,,,,,,,,,,,
season,季節,6,,,,,,,,,,,,,,,,
second,第二個；秒,6,,,,,,,,,,,,,,,,
secret,秘密,6,,,,,,,,,,,,,,,,
seldom,不常；很少,6,,,,,,,,,,,,,,,,
senate,（美國的）參議院；立法機構,6,,,,,,,,,,,,,,,,
series,系列,6,,,,,,,,,,,,,,,,
settle,安頓；沈澱；定居,6,,,,,,,,,,,,,,,,
severe,嚴重的,6,,,,,,,,,,,,,,,,
should,應該,6,,,,,,,,,,,,,,,,
shrink,縮小,6,,,,,,,,,,,,,,,,
signal,信號,6,,,,,-al,,,,,,,,,,,
silver,銀色的；銀,6,,,,,-er,,,,,,,,,,,
simple,簡單的,6,,,,,,,,,,,,,,,,
single,單一的；單身的,6,,,,,,,,,,,,,,,,
sister,姊妹,6,,,,,-er,,,,,,,,,,,
smooth,平滑的,6,,,,,,,,,,,,,,,,
sneeze,打噴嚏,6,,,,,,,,,,,,,,,,
social,社會的；社交的,6,,,,,-al,,,,,,,,,,,
speech,說話能力；演說,6,,,,,,,,,,,,,,,,
spirit,精神,6,,,,,,,,,,,,,,,,
spread,伸展；塗抹；桌巾,6,,,,,,,,,,,,,,,,
spring,春天；泉水,6,,,,,-ing,,,,,,,,,,,
square,正方形；廣場,6,,,,,,,,,,,,,,,,
stairs,樓梯,6,,,,,,,,,,,,,,,,
starve,餓死；極需要,6,,,,,,,,,,,,,,,,
status,狀態；地位,6,,,,,,,,,,,,,,,,
stream,小河；流動,6,,,,,,,,,,,,,,,,
street,街道,6,,,,,,,,,,,,,,,,
strike,打擊；罷工,6,,,,,,,,,,,,,,,,
string,細繩；一串,6,,,,,-ing,,,,,,,,,,,
strong,強壯的,6,,,,,,,,,,,,,,,,
stupid,愚笨的,6,,,,,,,,,,,,,,,,
sudden,突然的,6,,,,,,,,,,,,,,,,
suffer,遭受,6,,,,,-er,,,,,,,,,,,
summer,夏天,6,,,,,-er,,,,,,,,,,,
supply,供給,6,,,,,-ly,,,,,,,,,,,
symbol,符號,6,,,,,,,,,,,,,,,,
system,系統,6,,,,,,,,,,,,,,,,
target,目標,6,,,,,,,,,,,,,,,,
terror,恐怖,6,,,,,,,,,,,,,,,,
theirs,他們的（名詞）,6,,,,,,,,,,,,,,,,
theory,理論,6,,,,,,,,,,,,,,,,
though,雖然,6,,,,,,,,,,,,,,,,
tongue,舌頭；語言,6,,,,,,,,,,,,,,,,
toward,朝著……,6,,,,,,,,,,,,,,,,
travel,旅行,6,,,,,,,,,,,,,,,,
treaty,條約,6,,,,,,,,,,,,,,,,
unless,除非,6,,,,un-,-less,,,,,,,,,,,
valley,山谷,6,,,,,,,,,,,,,,,,
victim,受害者,6,,,,,,,,,,,,,,,,
volume,音量,6,,,,,,,,,,,,,,,,
wealth,財富,6,,,,,,,,,,,,,,,,
weapon,武器,6,,,,,,,,,,,,,,,,
weight,重量,6,,,,,-ight,,,,,,,,,,,
window,窗戶,6,,,,,,,,,,,,,,,,
winter,作家,6,,,,,-er,,,,,,,,,,,
wonder,納悶；想知道,6,,,,,-er,,,,,,,,,,,
