word,chinese,length,ipa,syllables,stress,prefix_tag,suffix_tag,rhyme_group,semantic_tag,antonym,minimal_pairs,example,memory_hint,audio_url,introduced_day,last_review,strength,notes
take,拿；佔,4,teɪk,1,,,,,,,,,,,,,,
talk,談話,4,tɔk,1,,,,,,,,,,,,,,
tall,高的,4,tɔl,1,,,,,,,,,,,,,,
task,工作；任務,4,tæsk,1,,,,,,,,,,,,,,
team,團隊,4,tim,1,,,,,,,,,,,,,,
tear,撕裂,4,tɛr,1,,,,,,,,,,,,,,
tear,眼淚,4,tɛr,1,,,,,,,,,,,,,,
tell,告訴,4,tɛl,1,,,,,,,,,,,,,,
term,學期；條款,4,tɝm,1,,,,,,,,,,,,,,
test,測試,4,tɛst,1,,,-est,,,,,,,,,,,
than,比；比較,4,ðæn,1,,,,,,,,,,,,,,
that,那個,4,ðæt,1,,,,,,,,,,,,,,
them,他們（受格）,4,ðɛm,1,,,,,,,,,,,,,,
then,那時；接下來,4,ðɛn,1,,,,,,,,,,,,,,
they,他們,4,ðeɪ,1,,,,,,,,,,,,,,
thin,瘦的,4,θɪn,1,,,,,,,,,,,,,,
this,這個,4,ðɪs,1,,,,,,,,,,,,,,
thus,那麼,4,ðʌs,1,,,,,,,,,,,,,,
time,時間；計時,4,taɪm,1,,,,,,,,,,,,,,
tiny,微小的,4,taɪni,2,,,,,,,,,,,,,,
tire,使疲倦；輪胎,4,taɪɝ,2,,,,,,,,,,,,,,
tone,音調；色調,4,toʊn,1,,,,,,,,,,,,,,
tool,工具,4,tul,1,,,,,,,,,,,,,,
town,小鎮,4,taʊn,1,,,,,,,,,,,,,,
tree,樹,4,tri,1,,,,,,,,,,,,,,
trip,旅行；絆倒,4,trɪp,1,,,,,,,,,,,,,,
tube,管；管狀物,4,tub,1,,,,,,,,,,,,,,
turn,使轉動,4,tɝn,1,,,,,,,,,,,,,,
unit,單位,4,junʌt,2,,un-,,,,,,,,,,,,
upon,在……之上；在……上面,4,ʌpɑn,2,,,,,,,,,,,,,,
urge,力勸,4,ɝdʒ,1,,,,,,,,,,,,,,
vary,變化,4,vɛri,2,,,,,,,,,,,,,,
very,非常；很,4,vɛri,2,,,,,,,,,,,,,,
veto,否決權,4,vitoʊ,2,,,,,,,,,,,,,,
view,視力；觀看；看法,4,vju,1,,,,,,,,,,,,,,
vote,投票,4,voʊt,1,,,,,,,,,,,,,,
wage,薪水,4,weɪdʒ,1,,,,,,,,,,,,,,
wait,等待,4,weɪt,1,,,,,,,,,,,,,,
walk,走路,4,wɔk,1,,,,,,,,,,,,,,
wall,牆壁,4,wɔl,1,,,,,,,,,,,,,,
want,想要,4,wɑnt,1,,,,,,,,,,,,,,
warm,溫暖的,4,wɔrm,1,,,,,,,,,,,,,,
warn,警告,4,wɔrn,1,,,,,,,,,,,,,,
wash,清洗,4,wɑʃ,1,,,,,,,,,,,,,,
wave,揮舞；海浪,4,weɪv,1,,,,,,,,,,,,,,
weak,虛弱的,4,wik,1,,,,,,,,,,,,,,
wear,穿著；磨損,4,wɛr,1,,,,,,,,,,,,,,
week,星期,4,wik,1,,,,,,,,,,,,,,
well,很好地；健康的；井,4,wɛl,1,,,,,,,,,,,,,,
west,西方,4,wɛst,1,,,-est,,,,,,,,,,,
what,什麼,4,wʌt,1,,,,,,,,,,,,,,
when,何時；當……時,4,wɛn,1,,,,,,,,,,,,,,
wide,寬的,4,waɪd,1,,,,,,,,,,,,,,
wife,妻子,4,waɪf,1,,,,,,,,,,,,,,
wild,野外的；狂野的,4,waɪld,1,,,,,,,,,,,,,,
will,將（要）；意願；遺囑,4,wɪl,1,,,,,,,,,,,,,,
wind,風,4,waɪnd,1,,,,,,,,,,,,,,
wine,葡萄酒,4,waɪn,1,,,,,,,,,,,,,,
wing,翅膀；（建築物）翼,4,wɪŋ,1,,,-ing,,,,,,,,,,,
wire,金屬線；電線,4,waɪɝ,2,,,,,,,,,,,,,,
wise,聰明的,4,waɪz,1,,,,,,,,,,,,,,
wish,希望,4,wɪʃ,1,,,,,,,,,,,,,,
with,與……一起；用……,4,wɪð,1,,,,,,,,,,,,,,
wood,木頭,4,wʊd,1,,,,,,,,,,,,,,
wool,羊毛,4,wʊl,1,,,,,,,,,,,,,,
word,字；詞彙,4,wɝd,1,,,,,,,,,,,,,,
work,工作,4,wɝk,1,,,,,,,,,,,,,,
yard,碼（長度）；院子,4,jɑrd,1,,,,,,,,,,,,,,
year,年,4,jɪr,1,,,,,,,,,,,,,,
allow,允許,5,ʌlaʊ,2,,,,,,,,,,,,,,
alone,單獨,5,ʌloʊn,2,,,,,,,,,,,,,,
along,沿著,5,ʌlɔŋ,2,,,,,,,,,,,,,,
among,在……之間,5,ʌmʌŋ,2,,,,,,,,,,,,,,
anger,憤怒,5,æŋɡɝ,2,,,-er,,,,,,,,,,,
angle,角度,5,æŋɡʌl,2,,,,,,,,,,,,,,
apple,蘋果,5,æpʌl,2,,,,,,,,,,,,,,
apply,運用；申請,5,ʌplaɪ,2,,,-ly,,,,,,,,,,,
argue,爭論,5,ɑrɡju,2,,,,,,,,,,,,,,
below,在……下面,5,bɪloʊ,2,,,,,,,,,,,,,,
birth,誕生,5,bɝθ,1,,,,,,,,,,,,,,
black,黑色的,5,blæk,1,,,,,,,,,,,,,,
blade,刀刃,5,bleɪd,1,,,,,,,,,,,,,,
blame,責備,5,bleɪm,1,,,,,,,,,,,,,,
blank,空白的,5,blæŋk,1,,,,,,,,,,,,,,
bleed,流血,5,blid,1,,,-ed,,,,,,,,,,,
blind,盲的,5,blaɪnd,1,,,,,,,,,,,,,,
block,方塊；阻礙,5,blɑk,1,,,,,,,,,,,,,,
blood,血液,5,blʌd,1,,,,,,,,,,,,,,
board,木板,5,bɔrd,1,,,,,,,,,,,,,,
bonus,額外的好處；紅利,5,boʊnʌs,2,,,,,,,,,,,,,,
brain,腦子,5,breɪn,1,,,,,,,,,,,,,,
brake,煞車,5,breɪk,1,,,,,,,,,,,,,,
brave,勇敢的,5,breɪv,1,,,,,,,,,,,,,,
bread,麵包,5,brɛd,1,,,,,,,,,,,,,,
count,數,5,kaʊnt,1,,,,,,,,,,,,,,
court,法庭,5,kɔrt,1,,,,,,,,,,,,,,
cover,覆蓋,5,kʌvɝ,2,,,-er,,,,,,,,,,,
crash,碰撞；墜毀,5,kræʃ,1,,,,,,,,,,,,,,
crime,罪行,5,kraɪm,1,,,,,,,,,,,,,,
cross,十字；穿越,5,krɔs,1,,,,,,,,,,,,,,
crowd,群眾；擁擠的,5,kraʊd,1,,,,,,,,,,,,,,
crush,壓碎,5,krʌʃ,1,,,,,,,,,,,,,,
dance,跳舞,5,dæns,1,,,,,,,,,,,,,,
delay,延遲,5,dɪleɪ,2,,,,,,,,,,,,,,
doubt,懷疑,5,daʊt,1,,,,,,,,,,,,,,
drain,排出；耗盡,5,dreɪn,1,,,,,,,,,,,,,,
dream,夢；夢想,5,drim,1,,,,,,,,,,,,,,
dress,穿衣；洋裝,5,drɛs,1,,,,,,,,,,,,,,
drink,喝；飲料,5,drɪŋk,1,,,,,,,,,,,,,,
drive,駕駛；車道,5,draɪv,1,,,-ive,,,,,,,,,,,
early,早的,5,ɝli,2,,,-ly,,,,,,,,,,,
earth,土地,5,ɝθ,1,,,,,,,,,,,,,,
empty,空的,5,ɛmpti,2,,,,,,,,,,,,,,
enemy,敵人,5,ɛnʌmi,3,,,,,,,,,,,,,,
enjoy,享受,5,ɛndʒɔɪ,2,,,,,,,,,,,,,,
enter,進入,5,ɛntɝ,2,,,-er,,,,,,,,,,,
equal,平等的,5,ikwʌl,2,,,-al,,,,,,,,,,,
erase,擦掉,5,ɪreɪs,2,,,,,,,,,,,,,,
event,事件,5,ɪvɛnt,2,,,,,,,,,,,,,,
every,每一個,5,ɛvɝi,3,,,,,,,,,,,,,,
exact,確切的,5,ɪɡzækt,2,,,,,,,,,,,,,,
exist,存在,5,ɪɡzɪst,2,,,,,,,,,,,,,,
extra,額外的,5,ɛkstrʌ,2,,,,,,,,,,,,,,
field,田野,5,fild,1,,,,,,,,,,,,,,
fight,打鬥；對抗,5,faɪt,1,,,-ight,,,,,,,,,,,
final,最後的,5,faɪnʌl,2,,,-al,,,,,,,,,,,
first,第一個,5,fɝst,1,,,,,,,,,,,,,,
float,漂浮,5,floʊt,1,,,,,,,,,,,,,,
floor,地板,5,flɔr,1,,,,,,,,,,,,,,
fluid,體液,5,fluʌd,2,,,,,,,,,,,,,,
force,力量；強迫,5,fɔrs,1,,,,,,,,,,,,,,
frame,架構；外框,5,freɪm,1,,,,,,,,,,,,,,
fresh,新鮮的,5,frɛʃ,1,,,,,,,,,,,,,,
front,在……前方,5,frʌnt,1,,,,,,,,,,,,,,
fruit,水果,5,frut,1,,,,,,,,,,,,,,
glass,玻璃；杯子,5,ɡlæs,1,,,,,,,,,,,,,,
grass,草地,5,ɡræs,1,,,,,,,,,,,,,,
great,偉大的,5,ɡreɪt,1,,,,,,,,,,,,,,
green,綠色的,5,ɡrin,1,,,,,,,,,,,,,,
group,群眾,5,ɡrup,1,,,,,,,,,,,,,,
guard,守衛,5,ɡɑrd,1,,,,,,,,,,,,,,
guess,猜測,5,ɡɛs,1,,,,,,,,,,,,,,
guide,引導；導遊,5,ɡaɪd,1,,,,,,,,,,,,,,
happy,快樂的,5,hæpi,2,,,,,,,,,,,,,,
heart,心,5,hɑrt,1,,,,,,,,,,,,,,
heavy,沉重的,5,hɛvi,2,,,,,,,,,,,,,,
horse,馬,5,hɔrs,1,,,,,,,,,,,,,,
house,房子,5,haʊs,1,,,,,,,,,,,,,,
human,人類,5,hjumʌn,2,,,,,,,,,,,,,,
humor,幽默,5,hjumɝ,2,,,,,,,,,,,,,,
hurry,催促；匆忙,5,hɝi,2,,,,,,,,,,,,,,
issue,問題；發出,5,ɪʃu,2,,,,,,,,,,,,,,
jewel,寶石,5,dʒuʌl,2,,,,,,,,,,,,,,
joint,聯合的；關鍵,5,dʒɔɪnt,1,,,,,,,,,,,,,,
judge,判斷；法官,5,dʒʌdʒ,1,,,,,,,,,,,,,,
knife,刀,5,naɪf,1,,,,,,,,,,,,,,
labor,勞工；努力,5,leɪbɝ,2,,,,,,,,,,,,,,
large,大的,5,lɑrdʒ,1,,,,,,,,,,,,,,
laugh,笑,5,læf,1,,,,,,,,,,,,,,
learn,學習,5,lɝn,1,,,,,,,,,,,,,,
least,最小的；最不重要的,5,list,1,,,,,,,,,,,,,,
leave,離開,5,liv,1,,,,,,,,,,,,,,
legal,法律的,5,liɡʌl,2,,,-al,,,,,,,,,,,
level,等級,5,lɛvʌl,2,,,,,,,,,,,,,,
light,光線；輕巧的,5,laɪt,1,,,-ight,,,,,,,,,,,
limit,限制,5,lɪmʌt,2,,,,,,,,,,,,,,
local,本地的,5,loʊkʌl,2,,,-al,,,,,,,,,,,
loose,鬆的；解開,5,lus,1,,,,,,,,,,,,,,
major,較大的；少校；主修科目,5,meɪdʒɝ,2,,,,,,,,,,,,,,
march,行進,5,mɑrtʃ,1,,,,,,,,,,,,,,
marry,結婚,5,mɛri,2,,,,,,,,,,,,,,
match,符合,5,mætʃ,1,,,,,,,,,,,,,,
mayor,市長,5,meɪɝ,2,,,,,,,,,,,,,,
media,媒體,5,midiʌ,3,,,,,,,,,,,,,,
mercy,慈悲,5,mɝsi,2,,,,,,,,,,,,,,
metal,金屬,5,mɛtʌl,2,,,-al,,,,,,,,,,,
might,力量；可能 (表示不確定),5,maɪt,1,,,-ight,,,,,,,,,,,
minor,較小的,5,maɪnɝ,2,,,,,,,,,,,,,,
model,模特兒；模範,5,mɑdʌl,2,,,,,,,,,,,,,,
money,錢,5,mʌni,2,,,,,,,,,,,,,,
month,月份,5,mʌnθ,1,,,,,,,,,,,,,,
moral,道德的,5,mɔrʌl,2,,,-al,,,,,,,,,,,
mouth,嘴巴,5,maʊθ,1,,,,,,,,,,,,,,
music,音樂,5,mjuzɪk,2,,,,,,,,,,,,,,
nerve,神經,5,nɝv,1,,,,,,,,,,,,,,
never,決不,5,nɛvɝ,2,,,-er,,,,,,,,,,,
night,夜晚,5,naɪt,1,,,-ight,,,,,,,,,,,
noise,噪音,5,nɔɪz,1,,,,,,,,,,,,,,
north,北方,5,nɔrθ,1,,,,,,,,,,,,,,
occur,發生,5,ʌkɝ,2,,,,,,,,,,,,,,
offer,給予；提議,5,ɔfɝ,2,,,-er,,,,,,,,,,,
often,通常,5,ɔfʌn,2,,,,,,,,,,,,,,
order,命令；訂單,5,ɔrdɝ,2,,,-er,,,,,,,,,,,
other,其他的,5,ʌðɝ,2,,,-er,,,,,,,,,,,
ounce,盎司（重量）,5,aʊns,1,,,,,,,,,,,,,,
paint,油漆；畫,5,peɪnt,1,,,,,,,,,,,,,,
pants,長褲,5,pænts,1,,,,,,,,,,,,,,
paper,紙張,5,peɪpɝ,2,,,-er,,,,,,,,,,,
party,派對,5,pɑrti,2,,,,,,,,,,,,,,
paste,漿糊；黏貼,5,peɪst,1,,,,,,,,,,,,,,
peace,和平,5,pis,1,,,,,,,,,,,,,,
piece,一個；一張；一片；一塊；一則,5,pis,1,,,,,,,,,,,,,,
pilot,領航員；飛行員,5,paɪlʌt,2,,,,,,,,,,,,,,
place,地方；放置,5,pleɪs,1,,,,,,,,,,,,,,
plain,簡樸的；平原,5,pleɪn,1,,,,,,,,,,,,,,
plane,飛機；平面,5,pleɪn,1,,,,,,,,,,,,,,
plant,植物,5,plænt,1,,,,,,,,,,,,,,
plate,盤子；薄板,5,pleɪt,1,,,,,,,,,,,,,,
point,點；指向,5,pɔɪnt,1,,,,,,,,,,,,,,
pound,磅（重量）；搗碎；英鎊,5,paʊnd,1,,,,,,,,,,,,,,
power,力量,5,paʊɝ,2,,,-er,,,,,,,,,,,
press,按壓；新聞界,5,prɛs,1,,pre-,,,,,,,,,,,,
price,價格,5,praɪs,1,,,,,,,,,,,,,,
print,印刷；列印,5,prɪnt,1,,,,,,,,,,,,,,
prize,獎品,5,praɪz,1,,,,,,,,,,,,,,
prove,證明,5,pruv,1,,,,,,,,,,,,,,
quart,夸脫（容量）,5,kwɔrt,1,,,,,,,,,,,,,,
queen,女王；皇后,5,kwin,1,,,,,,,,,,,,,,
quick,快速的,5,kwɪk,1,,,,,,,,,,,,,,
quiet,安靜的,5,kwaɪʌt,2,,,,,,,,,,,,,,
quite,相當的,5,kwaɪt,1,,,,,,,,,,,,,,
raise,扶養；舉起,5,reɪz,1,,,,,,,,,,,,,,
range,排；行；一系列；範圍,5,reɪndʒ,1,,,,,,,,,,,,,,
reach,到達；伸手及到,5,ritʃ,1,,re-,,,,,,,,,,,,
react,反應,5,riækt,2,,re-,,,,,,,,,,,,
ready,準備好的,5,rɛdi,2,,re-,,,,,,,,,,,,
right,右邊的；正確的,5,raɪt,1,,,-ight,,,,,,,,,,,
river,河流,5,rɪvɝ,2,,,-er,,,,,,,,,,,
rough,粗糙的,5,rʌf,1,,,,,,,,,,,,,,
round,圓形的；環繞地,5,raʊnd,1,,,,,,,,,,,,,,
scale,刻度；規模；鱗片,5,skeɪl,1,,,,,,,,,,,,,,
scare,使驚嚇,5,skɛr,1,,,,,,,,,,,,,,
score,分數；樂譜,5,skɔr,1,,,,,,,,,,,,,,
seize,抓住；理解,5,siz,1,,,,,,,,,,,,,,
sense,感覺,5,sɛns,1,,,,,,,,,,,,,,
serve,為……服務,5,sɝv,1,,,,,,,,,,,,,,
shade,陰涼處；庇蔭,5,ʃeɪd,1,,,,,,,,,,,,,,
shake,搖動,5,ʃeɪk,1,,,,,,,,,,,,,,
shall,將；會,5,ʃæl,1,,,,,,,,,,,,,,
shame,羞恥；恥辱,5,ʃeɪm,1,,,,,,,,,,,,,,
shape,形狀；塑形,5,ʃeɪp,1,,,,,,,,,,,,,,
share,分享；股票；分攤,5,ʃɛr,1,,,,,,,,,,,,,,
sharp,鋒利的；敏銳的；明顯的,5,ʃɑrp,1,,,,,,,,,,,,,,
sheet,床單；一張（紙）,5,ʃit,1,,,,,,,,,,,,,,
shelf,架子,5,ʃɛlf,1,,,,,,,,,,,,,,
shell,殼；脫殼,5,ʃɛl,1,,,,,,,,,,,,,,
shine,發光；光澤,5,ʃaɪn,1,,,,,,,,,,,,,,
shirt,襯衫,5,ʃɝt,1,,,,,,,,,,,,,,
shock,衝擊；震動；震驚,5,ʃɑk,1,,,,,,,,,,,,,,
shoot,射擊；拍攝,5,ʃut,1,,,,,,,,,,,,,,
short,短的,5,ʃɔrt,1,,,,,,,,,,,,,,
shout,吼叫,5,ʃaʊt,1,,,,,,,,,,,,,,
since,自從……,5,sɪns,1,,,,,,,,,,,,,,
skill,技能,5,skɪl,1,,,,,,,,,,,,,,
skirt,裙子,5,skɝt,1,,,,,,,,,,,,,,
slave,奴隸,5,sleɪv,1,,,,,,,,,,,,,,
sleep,睡眠,5,slip,1,,,,,,,,,,,,,,
slide,滑；幻燈片,5,slaɪd,1,,,,,,,,,,,,,,
small,小的,5,smɔl,1,,,,,,,,,,,,,,
smart,時髦的；機警的,5,smɑrt,1,,,,,,,,,,,,,,
smash,粉碎；猛擊,5,smæʃ,1,,,,,,,,,,,,,,
smell,聞；味道,5,smɛl,1,,,,,,,,,,,,,,
smile,微笑,5,smaɪl,1,,,,,,,,,,,,,,
smoke,煙；吸（菸）,5,smoʊk,1,,,,,,,,,,,,,,
snack,點心,5,snæk,1,,,,,,,,,,,,,,
snake,蛇,5,sneɪk,1,,,,,,,,,,,,,,
solid,固體的；純粹的；堅固的,5,sɑlʌd,2,,,,,,,,,,,,,,
solve,解決,5,sɑlv,1,,,,,,,,,,,,,,
sorry,感到難過的；抱歉,5,sɑri,2,,,,,,,,,,,,,,
sound,聲音,5,saʊnd,1,,,,,,,,,,,,,,
south,南方,5,saʊθ,1,,,,,,,,,,,,,,
space,空間,5,speɪs,1,,,,,,,,,,,,,,
speak,說話,5,spik,1,,,,,,,,,,,,,,
speed,速度,5,spid,1,,,-ed,,,,,,,,,,,
spell,拼字；魔咒,5,spɛl,1,,,,,,,,,,,,,,
spend,花費,5,spɛnd,1,,,,,,,,,,,,,,
stage,舞台；階段,5,steɪdʒ,1,,,,,,,,,,,,,,
stamp,郵票；重踩,5,stæmp,1,,,,,,,,,,,,,,
stand,站立；忍耐,5,stænd,1,,,,,,,,,,,,,,
start,開始；突然跳起,5,stɑrt,1,,,,,,,,,,,,,,
state,狀態；陳述；國家,5,steɪt,1,,,,,,,,,,,,,,
steal,偷竊,5,stil,1,,,-al,,,,,,,,,,,
steam,蒸氣,5,stim,1,,,,,,,,,,,,,,
steel,鋼,5,stil,1,,,,,,,,,,,,,,
stick,枝條；手杖；戳刺；黏住,5,stɪk,1,,,,,,,,,,,,,,
still,仍然；靜止的,5,stɪl,1,,,,,,,,,,,,,,
stone,石頭,5,stoʊn,1,,,,,,,,,,,,,,
store,儲存；店舖,5,stɔr,1,,,,,,,,,,,,,,
storm,暴風雨；橫衝直撞,5,stɔrm,1,,,,,,,,,,,,,,
story,故事,5,stɔri,2,,,,,,,,,,,,,,
study,學習；書房,5,stʌdi,2,,,,,,,,,,,,,,
sugar,糖,5,ʃʊɡɝ,2,,,,,,,,,,,,,,
swear,發誓；詛咒,5,swɛr,1,,,,,,,,,,,,,,
sweet,甜美的,5,swit,1,,,,,,,,,,,,,,
table,桌子,5,teɪbʌl,2,,,-able,,,,,,,,,,,
taste,口味；嘗,5,teɪst,1,,,,,,,,,,,,,,
teach,教導,5,titʃ,1,,,,,,,,,,,,,,
thank,感謝,5,θæŋk,1,,,,,,,,,,,,,,
their,他們的（所有格）,5,ðɛr,1,,,,,,,,,,,,,,
there,那兒,5,ðɛr,1,,,,,,,,,,,,,,
these,這些,5,ðiz,1,,,,,,,,,,,,,,
thick,厚的；蠢笨的,5,θɪk,1,,,,,,,,,,,,,,
thing,東西,5,θɪŋ,1,,,-ing,,,,,,,,,,,
think,想；思索,5,θɪŋk,1,,,,,,,,,,,,,,
third,第三的,5,θɝd,1,,,,,,,,,,,,,,
those,那些,5,ðoʊz,1,,,,,,,,,,,,,,
throw,丟；擲,5,θroʊ,1,,,,,,,,,,,,,,
tight,緊的；嚴格的,5,taɪt,1,,,-ight,,,,,,,,,,,
title,頭銜,5,taɪtʌl,2,,,,,,,,,,,,,,
today,今天；現在,5,tʌdeɪ,2,,,,,,,,,,,,,,
tooth,牙齒,5,tuθ,1,,,,,,,,,,,,,,
total,總計的；完全的,5,toʊtʌl,2,,,-al,,,,,,,,,,,
touch,接觸,5,tʌtʃ,1,,,,,,,,,,,,,,
track,行蹤；軌道；追蹤,5,træk,1,,,,,,,,,,,,,,
trade,交易,5,treɪd,1,,,,,,,,,,,,,,
train,火車,5,treɪn,1,,,,,,,,,,,,,,
treat,招待；對待,5,trit,1,,,,,,,,,,,,,,
trial,審判；嘗試,5,traɪʌl,2,,,-al,,,,,,,,,,,
tribe,部落,5,traɪb,1,,,,,,,,,,,,,,
trick,詭計；哄騙,5,trɪk,1,,,,,,,,,,,,,,
troop,軍隊,5,trup,1,,,,,,,,,,,,,,
truck,卡車,5,trʌk,1,,,,,,,,,,,,,,
trust,信任,5,trʌst,1,,,,,,,,,,,,,,
twice,兩次,5,twaɪs,1,,,,,,,,,,,,,,
under,在……之下,5,ʌndɝ,2,,un-;under-,-er,,,,,,,,,,,
until,直到,5,ʌntɪl,2,,un-,,,,,,,,,,,,
value,價值；看重,5,vælju,2,,,,,,,,,,,,,,
visit,拜訪,5,vɪzɪt,2,,,,,,,,,,,,,,
voice,聲音,5,vɔɪs,1,,,,,,,,,,,,,,
waste,浪費；廢物,5,weɪst,1,,,,,,,,,,,,,,
watch,手錶；看守；觀看,5,wɑtʃ,1,,,,,,,,,,,,,,
water,水；澆水,5,wɔtɝ,2,,,-er,,,,,,,,,,,
wheat,小麥,5,wit,1,,,,,,,,,,,,,,
wheel,輪子；方向盤,5,wil,1,,,,,,,,,,,,,,
where,哪裡,5,wɛr,1,,,,,,,,,,,,,,
which,哪一個,5,wɪtʃ,1,,,,,,,,,,,,,,
while,一會兒；當……的時候；雖然,5,waɪl,1,,,,,,,,,,,,,,
white,白色的,5,waɪt,1,,,,,,,,,,,,,,
whole,整個的,5,hoʊl,1,,,,,,,,,,,,,,
woman,女人,5,wʊmʌn,2,,,,,,,,,,,,,,
world,世界,5,wɝld,1,,,,,,,,,,,,,,
worry,擔憂,5,wɝi,2,,,,,,,,,,,,,,
worse,更壞的；更糟糕的,5,wɝs,1,,,,,,,,,,,,,,
worth,值得；價值,5,wɝθ,1,,,,,,,,,,,,,,
wound,創傷；傷口,5,waʊnd,1,,,,,,,,,,,,,,
wreck,失事；殘骸,5,rɛk,1,,,,,,,,,,,,,,
write,寫,5,raɪt,1,,,,,,,,,,,,,,
wrong,錯誤的,5,rɔŋ,1,,,,,,,,,,,,,,
young,年輕的,5,jʌŋ,1,,,,,,,,,,,,,,
almost,幾乎,6,ɔlmoʊst,2,,,,,,,,,,,,,,
always,永遠；一直,6,ɔlweɪz,2,,,,,,,,,,,,,,
amount,數量,6,ʌmaʊnt,2,,,,,,,,,,,,,,
answer,答案,6,ænsɝ,2,,,-er,,,,,,,,,,,
appeal,上訴；懇求,6,ʌpil,2,,,-al,,,,,,,,,,,
appear,出現,6,ʌpɪr,2,,,,,,,,,,,,,,
around,到處；在……四周,6,ɝaʊnd,2,,,,,,,,,,,,,,
arrest,逮捕,6,ɝɛst,2,,,-est,,,,,,,,,,,
belong,屬於,6,bɪlɔŋ,2,,,,,,,,,,,,,,
beside,除……之外,6,bɪsaɪd,2,,,,,,,,,,,,,,
betray,背叛,6,bɪtreɪ,2,,,,,,,,,,,,,,
better,更好的,6,bɛtɝ,2,,,-er,,,,,,,,,,,
border,邊界,6,bɔrdɝ,2,,,-er,,,,,,,,,,,
borrow,借用,6,bɑroʊ,2,,,,,,,,,,,,,,
bottle,瓶子,6,bɑtʌl,2,,,,,,,,,,,,,,
bottom,底,6,bɑtʌm,2,,,,,,,,,,,,,,
branch,分支,6,bræntʃ,1,,,,,,,,,,,,,,
common,常見的,6,kɑmʌn,2,,,,,,,,,,,,,,
corner,角落,6,kɔrnɝ,2,,,-er,,,,,,,,,,,
cotton,棉花,6,kɑtʌn,2,,,,,,,,,,,,,,
course,課程,6,kɔrs,1,,,,,,,,,,,,,,
create,創造,6,krieɪt,2,,,,,,,,,,,,,,
credit,信用；賒帳,6,krɛdʌt,2,,,,,,,,,,,,,,
crisis,危機,6,kraɪsʌs,2,,,,,,,,,,,,,,
custom,習俗,6,kʌstʌm,2,,,,,,,,,,,,,,
damage,損失,6,dæmʌdʒ,2,,,,,,,,,,,,,,
danger,危險,6,deɪndʒɝ,2,,,-er,,,,,,,,,,,
debate,辯論,6,dʌbeɪt,2,,,,,,,,,,,,,,
decide,決定,6,dɪsaɪd,2,,,,,,,,,,,,,,
defeat,擊敗,6,dɪfit,2,,,,,,,,,,,,,,
defend,防禦,6,dɪfɛnd,2,,,,,,,,,,,,,,
define,定義,6,dɪfaɪn,2,,,,,,,,,,,,,,
degree,程度；學位,6,dɪɡri,2,,,,,,,,,,,,,,
demand,命令,6,dɪmænd,2,,,,,,,,,,,,,,
depend,信賴,6,dɪpɛnd,2,,,,,,,,,,,,,,
deploy,部署,6,dɪplɔɪ,2,,,,,,,,,,,,,,
desert,沙漠；拋棄,6,dɛzɝt,2,,,,,,,,,,,,,,
design,設計,6,dɪzaɪn,2,,,,,,,,,,,,,,
desire,慾望,6,dɪzaɪɝ,3,,,,,,,,,,,,,,
detail,細節,6,dɪteɪl,2,,,,,,,,,,,,,,
device,裝置,6,dɪvaɪs,2,,,,,,,,,,,,,,
differ,不同,6,dɪfɝ,2,,,-er,,,,,,,,,,,
dinner,晚餐,6,dɪnɝ,2,,,-er,,,,,,,,,,,
direct,直接的,6,dɝɛkt,2,,,,,,,,,,,,,,
divide,分隔,6,dɪvaɪd,2,,,,,,,,,,,,,,
doctor,醫生,6,dɑktɝ,2,,,,,,,,,,,,,,
during,在……期間,6,dʊrɪŋ,2,,,-ing,,,,,,,,,,,
effect,影響,6,ɪfɛkt,2,,,,,,,,,,,,,,
effort,努力,6,ɛfɝt,2,,,,,,,,,,,,,,
either,（兩者中）任一的,6,iðɝ,2,,,-er,,,,,,,,,,,
employ,雇用；使用,6,ɛmplɔɪ,2,,,,,,,,,,,,,,
engine,引擎,6,ɛndʒʌn,2,,,,,,,,,,,,,,
enough,足夠的,6,ɪnʌf,2,,,,,,,,,,,,,,
equate,等同,6,ɪkweɪt,2,,,,,,,,,,,,,,
escape,逃脫,6,ɪskeɪp,2,,,,,,,,,,,,,,
ethnic,種族的,6,ɛθnɪk,2,,,,,,,,,,,,,,
except,除……外,6,ɪksɛpt,2,,,,,,,,,,,,,,
excuse,藉口,6,ɪkskjus,2,,,,,,,,,,,,,,
expand,擴展,6,ɪkspænd,2,,,,,,,,,,,,,,
expect,期待,6,ɪkspɛkt,2,,,,,,,,,,,,,,
expert,專家,6,ɛkspɝt,2,,,,,,,,,,,,,,
export,輸出；出口,6,ɛkspɔrt,2,,,,,,,,,,,,,,
extend,延伸,6,ɪkstɛnd,2,,,,,,,,,,,,,,
family,家庭,6,fæmʌli,3,,,-ly,,,,,,,,,,,
famous,有名的,6,feɪmʌs,2,,,-ous,,,,,,,,,,,
father,父親,6,fɑðɝ,2,,,-er,,,,,,,,,,,
female,女性,6,fimeɪl,2,,,,,,,,,,,,,,
fierce,兇猛的；狂熱的,6,fɪrs,1,,,,,,,,,,,,,,
figure,外形；數字；計算,6,fɪɡjɝ,2,,,,,,,,,,,,,,
finger,手指,6,fɪŋɡɝ,2,,,-er,,,,,,,,,,,
finish,完成,6,fɪnɪʃ,2,,,,,,,,,,,,,,
flower,花,6,flaʊɝ,2,,,-er,,,,,,,,,,,
